Age,Annual_Income,Credit_Score,Loan_Amount,Employment_Years,Debt_To_Income_Ratio,Dependents,Approved
62,46,463,38,39,0.686960955,5,0
54,33,528,69,15,0.333366638,5,0
21,90,473,64,12,0.379030262,3,0
22,68,593,49,32,0.950189617,4,0
35,200,671,58,16,0.961743688,1,0
38,165,774,6,29,0.619712057,5,0
24,135,742,35,13,0.907719023,1,0
64,190,745,58,29,0.776531943,5,0
58,180,722,92,19,0.141185985,1,1
20,104,502,66,16,0.572529874,1,0
59,117,627,19,8,0.37463387,2,1
58,72,805,52,32,0.820361348,4,0
69,178,670,53,35,0.344542667,1,1
55,182,840,74,5,0.479421834,1,1
21,84,553,23,39,0.90956266,1,0
70,197,340,61,18,0.395671492,4,0
45,136,304,88,20,0.09909645,1,0
41,58,372,46,21,0.991856795,5,0
47,147,572,66,2,0.222911179,5,0
19,191,491,22,17,0.338544648,5,0
22,189,840,34,21,0.480190077,4,1
59,186,744,24,15,0.522693137,0,0
65,29,702,60,8,0.9201926,0,0
52,96,773,94,40,0.810296028,2,0
68,75,552,22,32,0.257448988,1,0
33,164,760,84,7,0.364324605,4,1
69,72,637,97,13,0.831155655,3,0
42,32,330,13,15,0.911438308,2,0
42,135,342,100,29,0.178833361,0,0
67,123,711,8,13,0.772756439,0,0
20,139,733,35,32,0.522954455,3,0
48,129,431,25,25,0.999222712,0,0
22,171,558,27,33,0.223363881,0,0
30,83,709,61,24,0.012049975,0,1
31,170,658,40,36,0.241137018,0,1
20,164,731,85,36,0.953666057,2,0
66,83,645,40,2,0.481257332,1,1
52,154,821,97,14,0.791362874,5,0
59,145,465,26,37,0.734162102,3,0
40,25,751,84,20,0.912063494,3,1
35,183,606,21,9,0.985095286,2,0
66,92,510,30,4,0.796812119,4,0
43,55,578,78,24,0.668715573,4,0
19,183,688,72,19,0.507570621,2,0
37,168,514,79,18,0.674252479,0,0
31,59,417,65,33,0.059156096,1,0
24,138,446,68,4,0.104206438,1,0
31,85,352,38,31,0.465108956,3,0
19,67,554,5,23,0.210766933,3,0
62,145,606,91,12,0.694625004,3,0
34,180,637,44,29,0.229868634,4,1
36,98,521,17,34,0.818027323,1,0
54,94,686,26,25,0.170896348,5,1
58,113,624,93,10,0.926910398,5,0
58,160,799,83,30,0.229184911,2,1
29,58,702,82,19,0.97516338,4,1
64,63,485,73,12,0.0941315,3,0
45,86,824,67,15,0.197201999,2,1
38,183,645,42,22,0.93479472,2,1
34,131,405,27,19,0.596373531,0,0
31,50,320,30,16,0.131922208,5,0
19,48,589,82,15,0.124043499,2,0
52,152,677,51,5,0.279254781,3,1
33,142,615,14,33,0.688336348,3,0
49,57,398,37,28,0.914731735,1,0
32,172,434,11,22,0.566222345,2,1
63,153,697,100,8,0.628385052,2,0
46,142,544,76,16,0.036851821,4,0
56,35,492,42,3,0.867164097,1,0
24,127,564,15,40,0.408445172,5,0
43,151,528,76,33,0.881535298,4,0
38,27,630,70,7,0.877030861,3,0
23,39,758,51,34,0.0141903,3,0
56,20,600,93,32,0.708729819,1,0
45,28,596,75,33,0.419416929,3,0
37,125,719,77,27,0.318821896,3,1
33,65,814,95,4,0.659225588,0,0
61,167,394,30,26,0.939295274,5,0
20,21,467,54,35,0.969147181,1,0
47,150,777,19,15,0.178472094,3,1
64,61,781,88,22,0.52679191,0,0
70,187,797,70,11,0.811552931,5,0
69,190,382,60,30,0.211315959,2,0
58,197,410,50,36,0.521756438,5,0
61,123,545,84,12,0.823552727,0,0
44,70,789,44,33,0.545200735,0,0
61,71,312,68,19,0.813623823,3,0
61,101,651,48,14,0.273969346,2,0
28,54,819,33,8,0.956549354,2,0
20,46,416,21,17,0.729845089,4,0
40,183,517,10,32,0.802799432,3,0
24,118,358,87,23,0.178641931,2,0
68,69,400,99,18,0.039359391,0,0
29,88,686,39,8,0.195681085,1,1
45,91,643,79,32,0.25719993,5,1
43,132,422,33,21,0.071427647,3,0
65,148,452,87,36,0.923989412,3,0
34,113,485,41,38,0.347734856,0,0
36,170,405,43,9,0.72573651,4,0
68,60,757,49,38,0.847066378,2,0
52,73,630,23,2,0.122009874,5,1
50,177,677,23,30,0.013980485,5,1
50,129,515,87,0,0.956879946,5,0
60,130,663,37,13,0.187805317,4,1
49,20,376,48,0,0.453174029,3,0
32,166,739,13,30,0.517380183,0,0
36,54,493,32,14,0.607872011,2,0
28,195,456,75,10,0.320509955,0,0
33,160,342,68,27,0.244797062,2,0
56,116,680,39,28,0.32387195,1,1
37,28,760,95,8,0.81887517,1,0
44,35,468,74,35,0.437255839,5,1
42,49,446,47,30,0.700940939,1,0
58,87,686,80,3,0.051475684,2,1
28,34,562,42,21,0.967549692,5,0
52,145,326,96,13,0.998354351,2,0
64,127,577,72,30,0.22509725,2,0
54,180,439,5,12,0.8063913,1,0
28,185,773,85,30,0.276209633,0,1
63,149,565,61,17,0.273631393,3,0
57,105,335,27,21,0.132918495,5,1
41,67,403,100,23,0.115216561,5,0
67,183,453,13,27,0.95227396,2,0
29,195,732,8,25,0.725366448,0,0
23,58,506,23,30,0.198940615,2,0
57,23,407,87,26,0.092973313,0,0
40,124,565,8,33,0.094515501,1,0
49,80,619,44,12,0.835468641,0,0
21,26,644,19,25,0.359809477,2,0
28,173,737,79,10,0.630434529,1,0
19,136,307,60,8,0.912617698,4,0
50,152,816,89,26,0.011876991,1,1
26,37,542,29,13,0.83717457,2,0
27,196,581,85,14,0.891573281,5,0
70,31,837,11,34,0.374909838,3,0
62,80,765,49,9,0.151171698,3,1
34,111,476,5,7,0.21838213,2,0
49,35,398,82,4,0.1908006,1,0
38,78,447,64,34,0.014307285,4,0
65,96,518,98,30,0.286545918,3,0
26,190,544,85,31,0.801400869,2,0
66,52,586,32,7,0.470446314,2,0
60,200,609,45,11,0.257809643,0,1
54,140,352,26,39,0.20932829,1,0
26,168,594,94,1,0.60885325,2,0
67,54,459,14,39,0.745810244,1,0
52,137,824,9,21,0.141992206,5,1
59,49,572,68,31,0.544514045,0,0
20,82,615,52,6,0.736557982,3,0
68,77,471,76,26,0.538132673,1,0
70,34,348,9,38,0.837069243,4,0
63,106,643,52,31,0.830224097,5,0
43,121,306,54,23,0.693391231,2,0
24,133,405,39,27,0.775548451,4,0
59,77,387,43,29,0.588103632,4,0
64,190,464,36,26,0.844606483,0,0
57,49,447,9,11,0.20859332,2,0
26,168,391,75,16,0.472776646,1,0
29,95,477,28,6,0.326361288,0,0
52,48,711,52,24,0.179706666,4,0
52,117,394,59,23,0.323369755,3,0
48,136,817,39,37,0.294243576,1,1
62,91,628,81,33,0.459345203,5,1
31,89,448,14,18,0.167533551,0,0
21,45,596,37,16,0.334480608,4,0
70,167,325,13,37,0.149361447,4,0
52,199,849,27,23,0.639670676,1,0
23,25,692,17,3,0.66580546,2,0
25,183,501,6,21,0.573881591,5,0
65,43,763,68,9,0.574776246,4,0
35,120,652,19,22,0.230174634,3,1
41,61,466,43,23,0.946402825,3,0
38,192,690,62,19,0.157994231,2,1
42,76,382,69,29,0.607646383,4,0
61,145,703,55,9,0.659302094,0,0
18,192,802,20,4,0.275006766,5,1
18,88,578,87,25,0.967640066,4,0
36,28,810,88,18,0.293165981,1,0
57,69,488,11,32,0.667910301,3,0
70,143,520,29,21,0.595548896,0,0
35,78,416,56,30,0.97997129,0,0
61,35,389,37,19,0.498971357,3,0
64,126,615,41,13,0.397355954,1,1
50,151,748,95,19,0.280814031,5,1
66,168,726,34,34,0.736922062,5,0
40,181,305,52,23,0.005806261,1,0
48,21,419,61,34,0.296381523,1,0
18,63,810,27,5,0.476222476,4,1
38,97,652,33,35,0.742987503,3,0
57,148,618,68,40,0.4414044,1,1
55,64,336,95,22,0.03958373,4,0
52,112,758,10,0,0.566752915,1,1
61,171,696,72,13,0.336121536,4,1
66,160,323,79,24,0.255819803,3,0
55,181,692,31,12,0.22344095,3,1
25,196,722,83,1,0.09386466,3,1
43,132,479,84,11,0.337032627,5,0
54,100,364,63,10,0.553591609,2,0
30,188,670,82,13,0.344940104,3,1
45,111,555,47,37,0.38817091,3,0
31,68,450,5,33,0.259366202,2,0
67,148,540,94,30,0.835921086,1,0
51,107,610,26,13,0.483309511,2,1
67,116,402,60,1,0.226528645,4,0
63,71,543,73,35,0.280184801,4,0
30,86,744,44,13,0.415627239,5,1
57,173,318,72,9,0.35989851,3,0
33,106,467,57,38,0.680996037,2,0
57,59,816,24,9,0.61547689,5,0
66,100,579,93,14,0.602762652,0,0
37,159,848,72,3,0.858054179,0,0
65,33,338,67,8,0.286557024,0,0
50,94,385,79,30,0.992259204,4,0
56,47,364,56,20,0.524089968,3,0
46,111,495,36,1,0.759967032,3,0
38,110,796,67,35,0.084798016,0,1
44,157,528,49,17,0.66302888,2,0
37,117,414,49,39,0.881545838,2,0
66,165,576,71,4,0.847288812,4,0
36,154,831,5,13,0.339590741,4,1
63,176,835,53,32,0.145075504,5,1
46,33,335,61,28,0.921704226,3,0
51,188,590,62,3,0.519328117,5,0
46,51,438,13,8,0.376925964,4,0
46,139,656,46,22,0.917961981,3,0
56,141,727,62,31,0.019992686,1,1
63,104,395,49,23,0.825580202,0,1
70,82,750,72,15,0.40116516,3,1
49,184,325,94,34,0.436056831,1,0
23,51,542,91,21,0.392110669,1,0
35,37,797,14,14,0.193355686,4,0
59,98,795,61,14,0.163632893,5,1
32,144,566,14,29,0.167530488,3,1
43,64,497,85,15,0.234079059,2,0
47,94,520,43,11,0.810384794,3,0
50,47,573,96,9,0.474219947,2,0
49,139,437,84,10,0.145014168,2,0
51,57,841,41,20,0.025432341,3,1
64,181,771,98,38,0.503050259,1,0
56,115,692,14,20,0.139278473,3,1
55,86,585,84,24,0.476094645,3,0
39,39,405,65,11,0.469397577,4,0
23,94,440,55,22,0.082026225,3,0
47,87,773,81,4,0.357030543,5,1
37,195,800,76,33,0.769544217,3,0
54,152,819,45,12,0.660735368,2,0
20,38,420,10,2,0.451813078,5,0
26,176,408,56,5,0.835833261,1,0
60,123,332,33,5,0.273317223,5,0
46,124,345,81,9,0.920328577,0,0
22,24,395,88,7,0.917694153,0,0
18,66,350,6,2,0.186090062,0,0
26,171,380,6,17,0.103340581,5,0
27,164,674,100,32,0.006819945,2,1
35,87,605,92,8,0.469872724,1,1
50,137,507,44,7,0.820660039,5,0
55,140,558,16,9,0.884110213,0,1
70,120,789,24,12,0.666096218,5,0
39,114,686,98,6,0.852949554,2,0
63,152,544,60,2,0.827627379,2,0
50,22,779,54,40,0.357694363,5,0
38,32,763,78,10,0.630927646,5,0
38,143,311,30,6,0.679874814,5,0
45,113,773,88,26,0.007398528,2,1
26,89,704,68,36,0.701656369,2,0
25,131,322,10,8,0.607435821,3,0
64,200,465,14,17,0.397068227,5,1
39,177,357,100,39,0.745430267,0,0
20,97,341,37,38,0.980479849,0,0
24,169,729,42,39,0.760210522,1,0
19,98,807,100,25,0.026813798,2,1
21,91,589,63,14,0.307647325,5,0
31,59,609,96,2,0.367525835,0,1
53,34,829,8,19,0.276964281,0,0
38,95,830,89,30,0.29621044,4,1
42,126,580,78,18,0.154958233,5,0
58,146,369,8,11,0.797025743,0,0
57,114,827,7,3,0.390403484,3,1
38,177,467,57,22,0.712565078,1,0
29,139,580,37,38,0.161122897,2,0
66,22,763,20,26,0.796628712,5,0
70,29,326,67,11,0.885623726,3,0
20,200,741,75,39,0.913356198,2,0
46,137,607,80,3,0.084464165,1,1
24,159,719,15,5,0.319617823,1,1
19,171,776,68,16,0.267445414,0,1
47,118,506,79,39,0.419055051,5,0
28,125,345,35,2,0.070522801,0,0
60,93,575,92,4,0.224494688,3,0
61,117,451,100,30,0.810427369,5,0
35,56,312,78,24,0.145788035,2,0
52,153,513,31,25,0.295007261,0,1
63,185,768,8,5,0.163219966,0,0
30,78,457,6,7,0.007660867,1,0
32,156,831,16,22,0.747302254,5,1
63,98,441,60,37,0.717628397,5,0
33,191,343,75,6,0.6543582,1,0
21,190,664,22,11,0.413909523,2,0
55,173,415,99,15,0.430023587,0,0
26,93,830,91,29,0.794505848,5,0
47,199,832,17,24,0.182292539,4,1
24,173,567,67,13,0.81354618,0,0
40,137,682,32,0,0.308323422,5,1
52,72,638,72,12,0.938495158,2,0
54,104,736,6,30,0.503062183,1,0
57,71,380,11,10,0.247064441,3,0
38,192,802,70,5,0.057852491,1,1
64,153,496,32,20,0.887658328,3,0
67,51,832,37,29,0.084694212,2,1
27,186,588,14,10,0.011425187,2,0
23,133,840,85,16,0.591751007,2,0
35,79,523,38,37,0.023348161,3,0
32,104,716,71,0,0.832037143,3,0
51,92,826,35,2,0.947227801,5,0
52,92,445,49,15,0.149002305,4,0
39,20,849,86,0,0.568985848,2,0
67,81,529,18,2,0.042430737,5,0
51,191,369,16,14,0.562366999,4,0
49,129,432,14,40,0.678601923,5,0
39,146,689,17,19,0.65707409,1,0
23,142,407,88,39,0.667881939,5,0
35,43,706,100,28,0.196867151,3,0
54,30,619,10,2,0.970487091,5,0
66,106,303,60,18,0.225328726,4,1
47,151,796,66,18,0.180022307,4,1
42,90,629,40,16,0.091425074,1,1
27,90,430,61,1,0.655136477,2,0
48,131,670,73,11,0.100123699,3,1
41,86,618,83,40,0.267428073,0,0
56,126,606,44,39,0.343193798,2,1
27,163,620,50,21,0.885899624,2,0
69,149,570,99,29,0.194236758,5,0
66,160,373,16,16,0.535792262,3,0
38,143,810,70,2,0.791673361,2,0
26,162,324,71,15,0.596340765,2,0
33,40,616,23,35,0.815924991,4,0
30,194,812,98,8,0.777341789,1,0
67,87,431,7,36,0.17119168,3,0
26,87,453,71,16,0.191690241,1,0
61,80,552,91,7,0.33129834,1,0
65,143,352,48,7,0.695047876,4,0
57,128,407,57,3,0.270194459,1,0
30,120,773,55,23,0.643146143,0,0
58,185,468,7,14,0.327981559,4,0
40,131,767,94,4,0.008162711,4,1
60,73,837,65,20,0.494567625,1,1
49,129,779,52,3,0.531503985,2,0
42,53,766,77,12,0.361453658,1,1
42,88,431,19,13,0.088807479,4,0
61,122,829,81,30,0.818258801,5,0
31,42,762,49,3,0.031120146,5,0
53,76,481,31,15,0.878826139,1,1
45,74,465,42,37,0.586715684,4,0
47,178,820,38,5,0.974685858,1,0
63,142,798,78,15,0.499056795,1,1
54,92,303,83,19,0.286068942,4,0
39,165,631,64,37,0.278583047,1,1
50,42,783,89,18,0.512287084,2,0
54,30,787,73,12,0.015739972,1,0
25,58,713,63,38,0.575377819,3,0
69,125,419,93,19,0.247338157,2,0
66,80,414,5,32,0.12067345,3,0
51,153,755,72,36,0.11672484,4,1
23,147,359,13,40,0.533588939,0,0
66,59,648,62,35,0.573885867,1,0
37,43,677,84,24,0.610682528,4,1
21,62,716,68,15,0.147470605,4,1
55,54,668,65,5,0.126701845,1,1
39,181,828,25,14,0.388528773,2,1
42,163,447,25,14,0.838005076,4,0
57,101,412,83,34,0.46861602,5,0
64,141,310,72,27,0.310152212,1,0
29,163,714,37,36,0.565449235,4,0
64,49,554,37,8,0.388240117,4,0
25,199,486,46,11,0.298936057,2,0
69,190,399,34,30,0.75119179,4,0
38,84,592,56,17,0.659810115,2,0
19,165,802,64,11,0.20795234,4,1
27,48,568,67,39,0.28081897,4,0
27,127,819,20,27,0.917298047,1,0
64,35,490,22,3,0.116960281,5,0
25,23,743,88,21,0.368744784,2,0
42,48,772,94,21,0.761264281,0,1
43,163,794,56,29,0.289200887,3,1
60,155,639,58,10,0.285195748,3,1
29,31,681,97,6,0.668061127,4,0
66,175,783,18,38,0.36534593,2,0
29,98,533,26,8,0.320503394,1,0
61,41,476,86,11,0.203305971,4,0
41,99,451,52,39,0.393239432,5,0
28,39,419,27,31,0.187137209,3,0
64,88,479,88,21,0.300651873,1,0
57,48,376,25,22,0.070085642,3,0
57,44,568,86,28,0.485028195,3,0
45,104,650,42,0,0.51611285,4,0
60,47,783,17,15,0.580064454,4,0
61,66,563,18,14,0.612519835,4,0
56,131,517,90,24,0.046766568,2,0
24,178,672,51,26,0.473340222,1,1
49,54,725,77,34,0.73893086,2,0
25,184,312,73,23,0.90665557,3,0
24,122,475,14,30,0.067383974,3,0
19,124,511,56,5,0.690429757,0,0
47,35,333,87,35,0.687208186,5,0
61,121,827,8,31,0.738713538,2,0
64,178,757,13,17,0.968690777,2,0
27,144,791,54,27,0.601250197,1,0
18,149,647,62,20,0.736205977,1,0
22,21,818,99,11,0.537539204,0,0
37,192,376,7,9,0.928285012,0,0
42,181,722,78,2,0.135550121,2,1
35,85,361,97,32,0.456487357,5,0
39,86,562,35,3,0.931277606,2,0
68,127,414,21,34,0.367459633,2,0
38,137,300,19,23,0.138789634,3,0
40,92,663,35,13,0.354025593,0,1
55,189,301,27,11,0.171612548,3,0
46,179,311,44,28,0.23095897,1,0
18,138,576,48,37,0.748191045,4,0
64,25,568,49,16,0.918341661,0,0
34,108,579,59,26,0.947969566,1,0
41,155,766,46,21,0.599433786,3,0
64,180,825,76,37,0.392507691,3,1
62,151,647,28,38,0.232898235,1,1
68,198,697,34,33,0.264015882,3,1
62,144,404,19,33,0.798175938,5,0
47,32,821,40,0,0.188209376,3,0
51,26,355,35,21,0.707344959,4,0
23,174,608,23,18,0.137973133,1,1
53,104,798,94,6,0.731575478,1,0
21,78,410,10,6,0.543024229,2,0
45,22,429,51,37,0.04188603,1,0
68,55,609,99,15,0.654948112,1,0
43,77,788,11,35,0.272430603,1,1
45,108,602,19,8,0.720715452,5,0
21,148,360,99,38,0.998159153,2,0
64,195,730,19,3,0.71380865,5,0
44,148,359,91,29,0.035983596,5,0
28,167,617,93,34,0.354240199,1,1
63,153,368,92,31,0.52128679,1,0
42,28,312,27,40,0.494463327,3,0
52,146,720,59,15,0.830903003,0,0
27,199,547,83,17,0.926232069,5,0
35,24,567,7,32,0.119403232,4,0
53,27,596,89,29,0.364011055,3,0
47,51,682,39,10,0.34365858,3,1
42,34,654,27,16,0.700321969,4,0
23,176,687,75,34,0.837505958,4,0
39,81,429,95,9,0.703463164,0,0
43,175,308,16,35,0.332254318,3,0
26,188,732,76,10,0.849411803,1,0
63,171,550,97,0,0.002468503,2,0
26,84,744,21,14,0.375195192,1,1
27,76,730,5,30,0.216256479,4,1
39,185,718,57,13,0.586889317,3,0
28,126,740,5,25,0.167136789,5,1
45,138,624,84,36,0.550872579,3,0
38,28,364,98,33,0.264449951,0,0
20,26,565,89,19,0.738382383,1,1
29,87,593,5,39,0.749419505,2,0
50,150,303,37,25,0.723522357,4,0
25,36,597,42,34,0.183709385,2,0
23,142,605,39,8,0.222356453,5,1
27,184,470,19,0,0.86149238,0,1
28,128,352,58,12,0.883520094,5,0
47,70,390,22,26,0.310789379,4,0
49,166,501,65,5,0.545696076,2,0
64,178,764,43,0,0.961301069,3,0
22,66,760,17,23,0.254926566,0,1
60,98,761,93,24,0.910714143,3,0
61,51,636,36,29,0.633841865,4,0
39,131,698,14,32,0.433177612,5,0
53,104,804,70,29,0.657616949,0,0
51,20,743,54,25,0.270874055,5,0
26,176,719,22,22,0.304074589,0,1
42,96,437,12,34,0.175270602,3,0
37,135,649,9,12,0.622937058,3,0
61,72,753,67,34,0.286854434,1,1
46,122,748,37,33,0.78328266,0,0
25,93,847,94,21,0.798351715,1,0
56,178,671,6,34,0.044663034,3,1
52,187,841,84,31,0.87818341,1,0
57,179,553,13,39,0.250731978,5,0
18,185,702,20,32,0.245484107,2,1
40,29,598,21,25,0.692618692,1,0
52,28,732,19,17,0.196579676,1,0
54,51,838,19,27,0.032094512,2,1
61,178,767,5,9,0.691346341,3,0
28,47,379,67,24,0.194685006,0,0
69,22,844,48,0,0.403430619,4,0
25,101,733,96,27,0.512669653,3,0
69,64,305,44,13,0.09601744,0,0
69,33,445,93,28,0.435798375,2,0
20,65,429,90,23,0.911960169,4,0
34,25,495,16,30,0.730980525,3,0
22,81,703,19,6,0.298503391,4,1
60,146,499,34,29,0.181387987,4,0
64,98,754,91,33,0.575910758,1,0
43,39,328,81,37,0.71839049,5,0
42,36,592,19,38,0.927403676,2,0
48,162,301,43,19,0.783422302,0,0
18,180,605,34,33,0.913217985,3,0
27,176,672,53,31,0.107120785,2,1
57,188,479,21,22,0.579905938,0,0
21,194,831,66,39,0.679600392,1,0
51,152,401,45,29,0.75519226,2,0
69,190,533,83,18,0.001029316,3,0
53,156,315,79,24,0.408045267,4,0
52,73,639,11,26,0.657012157,4,0
40,198,539,32,11,0.600219541,1,0
31,120,366,72,10,0.817636336,5,0
42,80,440,66,38,0.08829859,3,0
70,141,758,14,15,0.642186056,3,0
19,136,582,83,16,0.422607879,2,0
63,144,451,68,9,0.694155373,1,0
19,117,658,13,5,0.534281745,3,0
21,29,655,97,28,0.374263382,3,0
39,181,307,53,2,0.644847878,0,0
28,127,675,43,28,0.167962396,5,1
44,103,674,65,25,0.693123212,5,0
53,176,634,56,15,0.01277371,2,1
18,109,560,48,30,0.998048022,5,0
69,153,464,96,28,0.152732394,3,0
20,200,380,67,40,0.124498156,2,0
38,200,467,18,37,0.751753358,0,0
61,159,466,33,37,0.296446511,4,1
46,76,847,20,27,0.731271022,1,0
31,48,538,33,15,0.730369659,1,0
60,29,427,92,26,0.540579611,5,0
43,90,606,87,20,0.813462393,1,0
22,79,791,68,23,0.683472594,1,0
66,122,753,100,35,0.122868132,0,1
53,175,312,12,9,0.747516897,0,0
45,198,631,33,25,0.447068309,4,1
40,81,591,10,27,0.158867173,2,0
34,164,307,11,36,0.708042337,5,0
25,200,765,5,4,0.729792732,1,0
46,51,331,80,28,0.755708127,3,0
70,101,769,82,37,0.360661124,1,1
66,99,810,92,17,0.205839287,0,1
53,132,683,14,4,0.630049902,4,0
19,146,766,72,35,0.427203339,5,1
43,84,392,87,3,0.392126003,5,0
33,90,495,23,36,0.289577906,4,0
40,90,745,10,21,0.982189903,4,0
68,38,785,83,40,0.912714086,2,0
35,108,732,84,12,0.754354793,2,0
25,123,523,62,37,0.066626961,3,1
65,89,402,10,27,0.788363013,3,0
31,94,327,65,19,0.58177506,2,0
69,59,613,26,23,0.22286631,0,1
56,28,770,37,37,0.041087783,5,0
27,43,304,76,15,0.359589574,5,0
41,88,448,80,29,0.52846834,1,0
41,124,552,35,39,0.646879543,4,0
53,104,458,53,27,0.887588712,3,0
67,127,643,76,38,0.669326413,0,0
33,49,675,36,36,0.196232046,3,0
19,101,575,92,24,0.908718928,5,0
36,160,841,75,29,0.150580494,3,1
30,174,384,35,31,0.109169702,0,0
35,168,822,68,28,0.319902994,5,1
29,122,507,46,32,0.611254506,3,0
68,166,655,47,30,0.744199525,5,0
19,97,495,58,15,0.928231068,4,0
68,31,740,88,6,0.444387532,1,0
38,90,640,86,1,0.232304218,0,1
57,100,394,83,13,0.571318436,5,0
56,153,733,69,31,0.800509646,1,0
21,52,702,55,2,0.155206779,3,1
42,134,653,43,15,0.058597636,2,1
49,151,426,80,30,0.547544321,5,0
53,113,464,87,13,0.752999475,5,0
69,120,736,19,10,0.994233636,2,0
30,140,558,51,18,0.002252983,0,0
40,111,545,75,32,0.22028736,4,0
30,102,360,50,35,0.231077623,4,1
65,176,774,59,20,0.301684194,4,1
20,77,726,34,12,0.825540692,3,0
51,173,493,54,32,0.130349207,5,0
52,68,376,38,9,0.731251657,1,0
51,149,744,97,3,0.614529133,5,0
34,128,533,94,4,0.997175684,1,0
22,158,782,84,33,0.326976722,1,1
63,126,389,32,8,0.100429334,0,1
41,195,715,45,4,0.159642519,3,1
56,139,684,69,37,0.774428582,0,0
51,111,605,65,28,0.436385875,1,1
25,158,822,46,0,0.338563009,1,1
23,94,502,49,19,0.935116743,0,0
41,76,619,43,29,0.080657554,1,0
30,141,763,82,3,0.602091366,2,0
54,200,791,26,27,0.049478191,4,1
50,61,688,19,39,0.618134451,2,0
57,187,668,65,16,0.038291386,1,1
22,176,791,89,37,0.19056124,1,1
27,160,667,47,10,0.886690693,2,1
60,30,350,20,31,0.372379188,5,0
37,195,455,57,5,0.615875131,0,0
60,68,821,45,3,0.09803128,0,1
39,44,484,25,13,0.493458994,5,0
26,190,463,20,18,0.37012262,2,0
32,76,443,82,27,0.969659747,4,0
28,52,400,18,12,0.087867836,3,0
19,39,647,40,0,0.530293153,4,0
56,190,564,23,35,0.259054149,5,0
49,38,604,60,12,0.099522408,5,0
50,51,352,50,24,0.004001676,3,0
33,186,712,30,15,0.793114377,2,0
19,146,616,83,38,0.13961266,1,1
69,54,487,49,5,0.944514923,2,0
45,170,649,32,11,0.272448219,4,1
42,170,303,97,36,0.931603323,1,0
26,37,414,23,36,0.955479807,2,0
62,76,819,79,21,0.553237453,0,0
22,151,520,90,25,0.918395526,0,0
60,176,374,50,11,0.905744636,1,0
57,172,603,77,22,0.41431865,3,1
44,145,737,22,33,0.295164745,0,1
35,46,321,6,37,0.488586053,0,0
40,128,504,22,5,0.055606514,1,0
38,68,345,37,38,0.692216062,1,0
61,93,484,21,9,0.700532116,4,0
55,140,543,49,25,0.120214209,3,0
52,118,393,53,1,0.722183919,2,0
18,88,518,83,9,0.41072357,2,0
35,150,480,8,20,0.416534506,2,0
27,37,313,49,5,0.066325611,0,0
65,167,391,77,22,0.555279562,2,0
69,145,406,96,34,0.263402989,2,0
22,146,751,48,20,0.925845949,5,1
23,133,394,29,3,0.993802527,4,0
68,137,798,51,32,0.459845518,1,1
30,178,412,62,10,0.292483443,2,0
50,67,404,61,26,0.835793328,2,0
37,185,564,72,7,0.751073139,1,0
29,33,398,55,21,0.070494093,3,0
40,138,567,73,12,0.856337325,4,0
27,142,667,7,1,0.556444319,1,0
40,65,571,22,1,0.496185934,2,1
31,185,383,56,3,0.799859101,2,0
52,96,595,44,26,0.941753138,5,0
29,105,318,5,19,0.648081075,2,0
51,159,471,71,11,0.664078738,1,0
62,57,574,73,7,0.138737911,1,0
35,62,804,53,33,0.359159312,0,1
49,92,658,70,25,0.068249306,3,1
70,194,731,13,12,0.632341041,4,0
18,156,513,73,21,0.555469621,1,0
63,70,756,34,39,0.323309126,4,1
51,156,611,95,31,0.960678838,1,0
29,74,810,29,14,0.658818098,4,0
20,163,420,75,17,0.385250718,0,0
52,78,591,36,21,0.004648169,4,0
32,102,403,9,38,0.85554949,3,0
59,196,718,69,24,0.54583001,4,0
25,73,468,64,12,0.969769713,1,0
20,110,376,91,39,0.06382869,3,0
56,89,686,56,34,0.569565918,2,0
60,194,465,46,27,0.59937561,0,0
21,29,424,8,27,0.805481693,2,0
20,51,373,64,3,0.491835005,4,0
37,94,827,12,24,0.994759637,4,0
29,39,366,29,8,0.238852035,1,0
24,26,412,79,5,0.191544077,4,0
39,197,643,100,9,0.483027415,5,1
44,199,322,97,28,0.615762368,3,0
34,165,597,25,9,0.249317807,4,0
28,181,539,87,0,0.308752986,3,0
52,125,389,83,38,0.825338976,3,0
18,87,308,27,8,0.524753939,3,0
30,50,764,67,23,0.104124762,0,0
19,173,535,32,24,0.273902471,3,0
42,101,796,50,0,0.975982428,2,0
54,142,715,13,19,0.744911255,5,0
60,88,313,27,38,0.341743035,1,1
32,168,680,35,11,0.005645451,4,1
66,45,590,20,2,0.886763645,3,0
34,160,387,20,38,0.886464348,4,0
59,115,749,16,16,0.908874776,2,0
24,149,348,92,21,0.231301687,1,0
41,85,839,86,12,0.595687735,5,0
47,164,753,22,3,0.768629509,4,0
70,121,793,6,38,0.495346847,5,1
62,22,531,78,40,0.001421672,3,0
48,162,556,12,35,0.870542463,3,0
25,195,711,70,27,0.669831952,2,0
63,150,475,61,17,0.213563008,4,0
49,107,438,68,7,0.16154146,0,0
59,177,685,19,29,0.986329655,0,0
60,31,427,45,27,0.304861191,1,0
33,38,620,34,16,0.043699724,3,0
52,64,388,17,5,0.297663795,2,0
29,149,579,86,33,0.797299658,3,0
45,75,356,58,22,0.012097087,1,0
23,76,387,35,11,0.271390684,3,0
69,31,714,49,24,0.265738078,4,0
